timestamp,acceleration_x,acceleration_y,acceleration_z,solenoid_status
753438,0.28,2.89,9.42,0
753441,0.28,2.87,9.44,0
753444,0.27,2.87,9.43,0
753447,0.28,2.88,9.42,0
753450,0.29,2.88,9.43,0
753453,0.30,2.87,9.44,0
753455,0.29,2.87,9.44,0
753458,0.28,2.87,9.43,0
753461,0.29,2.87,9.42,0
753464,0.29,2.89,9.42,0
753467,0.29,2.86,9.43,0
753469,0.28,2.90,9.41,0
753472,0.28,2.90,9.43,0
753475,0.30,2.89,9.42,0
753478,0.31,2.90,9.42,0
753481,0.30,2.88,9.42,0
753483,0.31,2.90,9.43,0
753486,0.29,2.90,9.42,0
753489,0.30,2.89,9.42,0
753492,0.30,2.89,9.44,0
753495,0.29,2.90,9.41,0
753498,0.31,2.86,9.44,0
753501,0.30,2.89,9.41,0
753503,0.31,2.89,9.42,0
753506,0.30,2.89,9.40,0
753509,0.29,2.88,9.44,0
753512,0.29,2.87,9.44,0
753515,0.29,2.88,9.42,0
753517,0.29,2.88,9.42,0
753520,0.30,2.90,9.41,0
753523,0.30,2.87,9.43,0
753526,0.27,2.89,9.44,0
753529,0.28,2.89,9.43,0
753531,0.28,2.88,9.43,0
753534,0.28,2.89,9.43,0
753537,0.30,2.89,9.43,0
753540,0.30,2.88,9.42,0
753543,0.28,2.88,9.42,0
753545,0.30,2.90,9.42,0
753548,0.30,2.88,9.42,0
753551,0.28,2.89,9.43,0
753554,0.29,2.89,9.42,0
753557,0.30,2.89,9.44,0
753560,0.32,2.88,9.42,0
753563,0.29,2.89,9.41,0
753565,0.30,2.90,9.42,0
753568,0.31,2.92,9.44,0
753571,0.28,2.90,9.43,0
753574,0.29,2.89,9.43,0
753577,0.29,2.89,9.43,0
753579,0.28,2.89,9.43,0
753582,0.29,2.89,9.41,0
753585,0.30,2.89,9.41,0
753588,0.31,2.88,9.42,0
753591,0.28,2.88,9.42,0
753593,0.29,2.87,9.43,0
753596,0.30,2.87,9.41,0
753599,0.30,2.88,9.44,0
753602,0.30,2.89,9.44,0
753605,0.29,2.89,9.43,0
753608,0.30,2.88,9.43,0
753611,0.28,2.88,9.42,0
753613,0.27,2.90,9.43,0
753616,0.29,2.88,9.41,0
753619,0.31,2.90,9.45,0
753622,0.28,2.89,9.45,0
753625,0.28,2.88,9.43,0
753627,0.28,2.91,9.43,0
753630,0.31,2.90,9.43,0
753633,0.30,2.88,9.43,0
753636,0.30,2.90,9.43,0
753639,0.30,2.88,9.43,0
753642,0.29,2.90,9.41,0
753644,0.28,2.88,9.43,0
753647,0.28,2.87,9.43,0
753650,0.30,2.88,9.43,0
753653,0.31,2.89,9.43,0
753656,0.30,2.86,9.43,0
753659,0.26,2.87,9.44,0
753661,0.28,2.89,9.44,0
753664,0.30,2.88,9.44,0
753667,0.31,2.88,9.44,0
753670,0.29,2.85,9.46,0
753673,0.29,2.88,9.43,0
753675,0.28,2.89,9.42,0
753678,0.30,2.87,9.41,0
753681,0.29,2.88,9.42,0
753684,0.28,2.89,9.42,0
753686,0.29,2.91,9.43,0
753689,0.29,2.90,9.42,0
753692,0.29,2.87,9.42,0
753695,0.28,2.88,9.43,0
753698,0.29,2.90,9.44,0
753701,0.31,2.90,9.44,0
753704,0.30,2.89,9.42,0
753707,0.30,2.86,9.43,0
753710,0.29,2.89,9.42,0
753712,0.29,2.90,9.42,0
753715,0.30,2.89,9.43,0
753718,0.29,2.88,9.44,0
753721,0.29,2.90,9.43,0
753724,0.32,2.87,9.42,0
753726,0.29,2.90,9.43,0
753729,0.28,2.88,9.42,0
753732,0.30,2.90,9.42,0
753735,0.29,2.90,9.43,0
753737,0.29,2.89,9.44,0
753740,0.29,2.88,9.44,0
753743,0.28,2.89,9.44,0
753746,0.28,2.90,9.44,0
753749,0.31,2.89,9.43,0
753752,0.31,2.89,9.43,0
753755,0.28,2.89,9.43,0
753757,0.30,2.88,9.43,0
753760,0.30,2.87,9.43,0
753763,0.29,2.87,9.43,0
753766,0.29,2.91,9.43,0
753769,0.27,2.89,9.42,0
753771,0.28,2.88,9.42,0
753774,0.28,2.89,9.42,0
753777,0.29,2.91,9.44,0
753780,0.30,2.91,9.42,0
753783,0.30,2.90,9.43,0
753785,0.30,2.88,9.42,0
753788,0.29,2.89,9.41,0
753791,0.28,2.90,9.43,0
753794,0.28,2.88,9.43,0
753797,0.27,2.91,9.42,0
753800,0.28,2.89,9.43,0
753802,0.29,2.89,9.41,0
753805,0.31,2.91,9.44,0
753808,0.28,2.89,9.43,0
753811,0.29,2.88,9.43,0
753814,0.30,2.91,9.44,0
753816,0.30,2.89,9.44,0
753819,0.31,2.90,9.44,0
753822,0.31,2.89,9.42,0
753825,0.30,2.88,9.43,0
753828,0.30,2.89,9.44,0
753830,0.28,2.89,9.42,0
753833,0.27,2.88,9.41,0
753836,0.29,2.89,9.41,0
753839,0.30,2.91,9.41,0
753842,0.30,2.90,9.43,0
753845,0.31,2.88,9.41,0
753847,0.31,2.88,9.43,0
753850,0.28,2.89,9.43,0
753853,0.29,2.89,9.43,0
753856,0.29,2.88,9.44,0
753859,0.28,2.89,9.44,0
753861,0.31,2.90,9.42,0
753864,0.28,2.89,9.44,0
753867,0.28,2.88,9.43,0
753870,0.32,2.88,9.43,0
753873,0.29,2.90,9.43,0
753875,0.30,2.86,9.43,0
753878,0.29,2.86,9.43,0
753881,0.28,2.89,9.43,0
753884,0.29,2.89,9.42,0
753887,0.29,2.87,9.42,0
753890,0.29,2.90,9.42,0
753893,0.28,2.89,9.43,0
753896,0.29,2.88,9.44,0
753898,0.31,2.90,9.42,0
753901,0.29,2.89,9.42,0
753904,0.29,2.87,9.42,0
753907,0.30,2.88,9.43,0
753910,0.31,2.88,9.43,0
753912,0.30,2.89,9.41,0
753915,0.28,2.89,9.41,0
753918,0.29,2.87,9.43,0
753921,0.28,2.88,9.44,0
753924,0.30,2.90,9.44,0
753926,0.30,2.89,9.45,0
753929,0.29,2.88,9.44,0
753932,0.29,2.88,9.43,0
753935,0.30,2.88,9.44,0
753938,0.29,2.88,9.43,0
753941,0.27,2.88,9.43,0
753943,0.29,2.90,9.45,0
753946,0.29,2.90,9.44,0
753949,0.29,2.89,9.45,0
753952,0.29,2.88,9.43,0
753955,0.28,2.90,9.42,0
753957,0.29,2.90,9.41,0
753960,0.30,2.89,9.43,0
753963,0.30,2.89,9.42,0
753966,0.30,2.91,9.41,0
753969,0.31,2.89,9.43,0
753971,0.31,2.89,9.41,0
753974,0.27,2.90,9.41,0
753977,0.26,2.91,9.42,0
753980,0.28,2.89,9.42,0
753983,0.28,2.90,9.43,0
753986,0.29,2.89,9.43,0
753989,0.28,2.90,9.45,0
753992,0.29,2.90,9.43,0
753994,0.30,2.89,9.43,0
753997,0.30,2.87,9.43,0
754000,0.28,2.89,9.43,0
754003,0.29,2.89,9.44,0
754006,0.28,2.87,9.44,0
754008,0.29,2.87,9.42,0
754011,0.28,2.87,9.43,0
754014,0.28,2.90,9.43,0
754017,0.28,2.87,9.43,0
754019,0.28,2.88,9.42,0
754022,0.29,2.89,9.44,0
754025,0.30,2.91,9.42,0
754028,0.31,2.90,9.41,0
754031,0.28,2.89,9.41,0
754034,0.31,2.88,9.43,0
754037,0.30,2.86,9.41,0
754040,0.30,2.90,9.43,0
754042,0.31,2.91,9.43,0
754045,0.32,2.89,9.42,0
754048,0.30,2.90,9.42,0
754051,0.30,2.88,9.43,0
754054,0.29,2.88,9.44,0
754056,0.28,2.89,9.43,0
754059,0.28,2.88,9.45,0
754062,0.30,2.88,9.43,0
754065,0.27,2.88,9.43,0
754068,0.29,2.89,9.42,0
754070,0.28,2.89,9.41,0
754073,0.30,2.88,9.43,0
754076,0.30,2.89,9.43,0
754079,0.29,2.90,9.43,0
754081,0.29,2.89,9.44,0
754084,0.30,2.91,9.42,0
754087,0.30,2.88,9.42,0
754090,0.30,2.89,9.44,0
754093,0.30,2.89,9.43,0
754096,0.31,2.90,9.42,0
754098,0.28,2.89,9.44,0
754101,0.30,2.86,9.43,0
754104,0.30,2.89,9.41,0
754107,0.27,2.88,9.42,0
754110,0.29,2.90,9.42,0
754112,0.30,2.90,9.41,0
754115,0.28,2.89,9.43,0
754118,0.31,2.90,9.43,0
754121,0.29,2.89,9.44,0
754124,0.27,2.90,9.44,0
754126,0.27,2.90,9.42,0
754129,0.29,2.91,9.42,0
754132,0.31,2.89,9.43,0
754135,0.31,2.90,9.43,0
754138,0.30,2.90,9.43,0
754141,0.28,2.89,9.43,0
754143,0.30,2.90,9.41,0
754146,0.29,2.89,9.42,0
754149,0.28,2.89,9.41,0
754152,0.30,2.87,9.42,0
754155,0.29,2.88,9.43,0
754157,0.29,2.90,9.42,0
754160,0.29,2.89,9.43,0
754163,0.29,2.89,9.43,0
754166,0.30,2.91,9.45,0
754169,0.30,2.89,9.44,0
754171,0.28,2.89,9.41,0
754174,0.28,2.88,9.41,0
754177,0.30,2.89,9.42,0
754180,0.30,2.90,9.43,0
754183,0.30,2.90,9.42,0
754186,0.31,2.88,9.42,0
754189,0.30,2.90,9.43,0
754192,0.29,2.89,9.42,0
754194,0.29,2.88,9.42,0
754197,0.28,2.90,9.40,0
754200,0.27,2.90,9.42,0
754203,0.29,2.88,9.43,0
754206,0.31,2.90,9.41,0
754208,0.29,2.91,9.41,0
754211,0.31,2.90,9.41,0
754214,0.30,2.89,9.44,0
754217,0.29,2.87,9.44,0
754220,0.29,2.89,9.45,0
754222,0.28,2.89,9.44,0
754225,0.29,2.88,9.43,0
754228,0.31,2.89,9.45,0
754231,0.29,2.88,9.44,0
754234,0.27,2.87,9.43,0
754237,0.28,2.88,9.43,0
754240,0.30,2.89,9.44,0
754242,0.31,2.87,9.44,0
754245,0.29,2.89,9.43,0
754248,0.30,2.88,9.43,0
754251,0.29,2.88,9.44,0
754254,0.30,2.89,9.44,0
754256,0.26,2.90,9.42,0
754259,0.28,2.90,9.44,0
754262,0.29,2.89,9.43,0
754265,0.27,2.90,9.42,0
754268,0.28,2.89,9.43,0
754270,0.28,2.91,9.42,0
754273,0.28,2.88,9.42,0
754276,0.30,2.87,9.42,0
754279,0.30,2.89,9.43,0
754282,0.29,2.90,9.42,0
754285,0.28,2.89,9.44,0
754288,0.30,2.87,9.42,0
754290,0.29,2.88,9.43,0
754293,0.27,2.87,9.42,0
754296,0.29,2.87,9.43,0
754299,0.31,2.89,9.42,0
754302,0.29,2.88,9.44,0
754304,0.28,2.88,9.46,0
754307,0.28,2.89,9.45,0
754310,0.30,2.90,9.43,0
754313,0.27,2.89,9.42,0
754316,0.28,2.89,9.43,0
754318,0.27,2.89,9.44,0
754321,0.29,2.88,9.43,0
754324,0.31,2.88,9.42,0
754327,0.29,2.90,9.43,0
754330,0.28,2.88,9.40,0
754333,0.28,2.88,9.42,0
754336,0.31,2.87,9.42,0
754338,0.30,2.91,9.42,0
754341,0.30,2.90,9.42,0
754344,0.27,2.90,9.42,0
754347,0.29,2.89,9.42,0
754350,0.28,2.90,9.43,0
754352,0.31,2.88,9.43,0
754355,0.31,2.89,9.43,0
754358,0.31,2.88,9.42,0
754361,0.28,2.88,9.43,0
754364,0.31,2.88,9.44,0
754366,0.30,2.89,9.42,0
754369,0.29,2.89,9.43,0
754372,0.28,2.88,9.43,0
754375,0.28,2.89,9.43,0
754378,0.28,2.89,9.44,0
754381,0.30,2.89,9.42,0
754384,0.28,2.87,9.43,0
754386,0.28,2.88,9.44,0
754389,0.29,2.88,9.43,0
754392,0.29,2.89,9.43,0
754395,0.27,2.89,9.42,0
754398,0.28,2.89,9.43,0
754400,0.28,2.87,9.44,0
754403,0.29,2.88,9.45,0
754406,0.29,2.89,9.43,0
754409,0.30,2.87,9.43,0
754412,0.31,2.88,9.44,0
754414,0.30,2.89,9.42,0
754417,0.30,2.90,9.44,0
754420,0.29,2.89,9.42,0
754423,0.28,2.90,9.43,0
754426,0.28,2.89,9.42,0
754428,0.29,2.90,9.42,0
754431,0.30,2.88,9.44,0
754434,0.28,2.88,9.42,0
754437,0.29,2.89,9.42,0
754440,0.28,2.89,9.42,0
754443,0.29,2.89,9.41,0
754445,0.29,2.90,9.43,0
754448,0.30,2.88,9.42,0
754451,0.28,2.90,9.43,0
754454,0.29,2.88,9.42,0
754457,0.30,2.88,9.42,0
754459,0.29,2.87,9.44,0
754462,0.31,2.90,9.44,0
754465,0.30,2.88,9.43,0
754468,0.31,2.87,9.43,0
754471,0.30,2.87,9.43,0
754473,0.29,2.89,9.44,0
754476,0.31,2.88,9.44,0
754479,0.31,2.90,9.43,0
754482,0.29,2.87,9.44,0
754485,0.29,2.89,9.43,0
754487,0.27,2.91,9.43,0
754490,0.30,2.90,9.41,0
754493,0.30,2.90,9.43,0
754496,0.29,2.89,9.41,0
754499,0.28,2.89,9.43,0
754501,0.29,2.90,9.44,0
754504,0.28,2.90,9.44,0
754507,0.28,2.90,9.44,0
754510,0.29,2.88,9.42,0
754513,0.30,2.89,9.43,0
754515,0.28,2.88,9.43,0
754518,0.32,2.89,9.44,0
754521,0.31,2.89,9.44,0
754524,0.30,2.89,9.42,0
754527,0.31,2.87,9.41,0
754530,0.30,2.90,9.43,0
754533,0.28,2.90,9.43,0
754536,0.29,2.88,9.44,0
754538,0.28,2.88,9.42,0
754541,0.30,2.89,9.41,0
754544,0.29,2.87,9.41,0
754547,0.30,2.89,9.42,0
754550,0.31,2.87,9.42,0
754552,0.31,2.88,9.41,0
754555,0.28,2.88,9.44,0
754558,0.29,2.89,9.43,0
754561,0.29,2.88,9.41,0
754564,0.29,2.86,9.43,0
754566,0.29,2.87,9.42,0
754569,0.28,2.89,9.44,0
754572,0.28,2.90,9.42,0
754575,0.28,2.89,9.41,0
754578,0.28,2.88,9.44,0
754581,0.29,2.88,9.43,0
754584,0.28,2.87,9.42,0
754586,0.30,2.89,9.44,0
754589,0.28,2.89,9.43,0
754592,0.28,2.92,9.41,0
754595,0.28,2.89,9.42,0
754598,0.28,2.89,9.43,0
754600,0.30,2.89,9.43,0
754603,0.31,2.89,9.42,0
754606,0.29,2.90,9.43,0
754609,0.28,2.88,9.43,0
754612,0.30,2.90,9.43,0
754614,0.30,2.89,9.42,0
754617,0.28,2.87,9.43,0
754620,0.28,2.86,9.43,0
754623,0.29,2.88,9.43,0
754626,0.28,2.89,9.43,0
754629,0.29,2.87,9.43,0
754632,0.27,2.87,9.43,0
754634,0.31,2.88,9.42,0
754637,0.29,2.89,9.41,0
754640,0.27,2.88,9.43,0
754643,0.28,2.88,9.43,0
754646,0.31,2.88,9.43,0
754648,0.30,2.89,9.42,0
754651,0.27,2.87,9.43,0
754654,0.29,2.89,9.44,0
754657,0.30,2.88,9.42,0
754660,0.30,2.88,9.41,0
754662,0.29,2.86,9.43,0
754665,0.30,2.87,9.43,0
754668,0.30,2.87,9.44,0
754671,0.30,2.88,9.44,0
754674,0.27,2.88,9.43,0
754677,0.28,2.88,9.42,0
754680,0.29,2.89,9.42,0
754682,0.28,2.88,9.42,0
754685,0.31,2.89,9.41,0
754688,0.30,2.87,9.43,0
754691,0.30,2.89,9.43,0
754694,0.29,2.90,9.44,0
754696,0.29,2.89,9.43,0
754699,0.30,2.90,9.43,0
754702,0.27,2.90,9.44,0
754705,0.29,2.88,9.43,0
754708,0.28,2.89,9.41,0
754710,0.28,2.87,9.43,0
754714,0.29,2.89,9.44,0
754716,0.31,2.86,9.43,0
754719,0.29,2.90,9.42,0
754722,0.29,2.88,9.43,0
754725,0.31,2.89,9.42,0
754728,0.30,2.88,9.42,0
754731,0.32,2.89,9.43,0
754733,0.28,2.89,9.45,0
754736,0.28,2.89,9.44,0
754739,0.25,2.89,9.43,0
754742,0.27,2.89,9.44,0
754745,0.29,2.88,9.43,0
754747,0.31,2.89,9.43,0
754750,0.30,2.87,9.42,0
754753,0.31,2.87,9.44,0
754756,0.30,2.88,9.41,0
754759,0.32,2.89,9.43,0
754761,0.28,2.90,9.42,0
754764,0.29,2.89,9.43,0
754767,0.29,2.90,9.44,0
754770,0.27,2.89,9.43,0
754773,0.28,2.89,9.44,0
754776,0.30,2.88,9.42,0
754779,0.30,2.88,9.42,0
754781,0.29,2.90,9.42,0
754784,0.29,2.88,9.44,0
754787,0.29,2.89,9.43,0
754790,0.27,2.88,9.44,0
754793,0.28,2.88,9.41,0
754795,0.30,2.88,9.43,0
754798,0.27,2.88,9.43,0
754801,0.29,2.88,9.43,0
754804,0.30,2.89,9.43,0
754807,0.30,2.89,9.44,0
754809,0.29,2.90,9.44,0
754812,0.29,2.91,9.43,0
754815,0.30,2.90,9.44,0
754818,0.30,2.87,9.41,0
754821,0.29,2.87,9.43,0
754824,0.30,2.89,9.42,0
754826,0.29,2.88,9.44,0
754829,0.29,2.89,9.43,0
754832,0.30,2.89,9.44,0
754835,0.30,2.89,9.43,0
754838,0.28,2.87,9.42,0
754840,0.32,2.87,9.45,0
754843,0.31,2.90,9.42,0
754846,0.31,2.89,9.42,0
754849,0.31,2.89,9.42,0
754852,0.28,2.87,9.45,0
754854,0.32,2.88,9.43,0
754857,0.31,2.88,9.43,0
754860,0.29,2.88,9.43,0
754863,0.29,2.88,9.44,0
754866,0.31,2.87,9.42,0
754869,0.28,2.90,9.44,0
754872,0.30,2.88,9.43,0
754875,0.28,2.90,9.43,0
754877,0.28,2.89,9.43,0
754880,0.28,2.87,9.42,0
754883,0.29,2.89,9.43,0
754886,0.28,2.90,9.42,0
754889,0.31,2.90,9.42,0
754891,0.30,2.88,9.42,0
754894,0.31,2.89,9.43,0
754897,0.29,2.87,9.43,0
754900,0.30,2.88,9.41,0
754903,0.29,2.87,9.43,0
754905,0.29,2.88,9.44,0
754908,0.29,2.87,9.42,0
754911,0.26,2.86,9.43,0
754914,0.29,2.88,9.43,0
754917,0.31,2.89,9.44,0
754920,0.30,2.88,9.43,0
754923,0.28,2.88,9.43,0
754925,0.28,2.88,9.46,0
754928,0.30,2.89,9.42,0
754931,0.27,2.91,9.42,0
754934,0.31,2.88,9.43,0
754937,0.30,2.90,9.42,0
754939,0.31,2.87,9.43,0
754942,0.28,2.88,9.44,0
754945,0.28,2.90,9.42,0
754948,0.30,2.89,9.43,0
754951,0.30,2.91,9.43,0
754953,0.28,2.92,9.43,0
754956,0.29,2.91,9.43,0
754959,0.28,2.89,9.44,0
754962,0.28,2.88,9.42,0
754965,0.30,2.88,9.43,0
754968,0.30,2.89,9.44,0
754970,0.32,2.89,9.44,0
754973,0.30,2.91,9.43,0
754976,0.29,2.89,9.43,0
754979,0.29,2.87,9.42,0
754982,0.29,2.87,9.43,0
754984,0.29,2.90,9.43,0
754987,0.26,2.88,9.43,0
754990,0.27,2.89,9.43,0
754993,0.28,2.89,9.42,0
754996,0.26,2.89,9.42,0
754998,0.28,2.89,9.45,0
755001,0.29,2.90,9.42,0
755004,0.31,2.90,9.43,0
755007,0.31,2.88,9.43,0
755010,0.31,2.89,9.44,0
755013,0.30,2.91,9.43,0
755015,0.29,2.90,9.43,0
755018,0.30,2.88,9.43,0
755021,0.29,2.89,9.42,0
755024,0.31,2.89,9.42,0
755027,0.30,2.88,9.43,0
755029,0.31,2.89,9.43,0
755032,0.30,2.89,9.43,0
755035,0.29,2.89,9.42,0
755038,0.32,2.87,9.42,0
755041,0.29,2.87,9.43,0
755043,0.29,2.89,9.43,0
755046,0.28,2.90,9.42,0
755049,0.31,2.88,9.42,0
755052,0.29,2.89,9.42,0
755055,0.29,2.89,9.42,0
755058,0.28,2.89,9.42,0
755061,0.29,2.89,9.42,0
755063,0.31,2.89,9.43,0
755066,0.28,2.89,9.43,0
755069,0.29,2.90,9.43,0
755072,0.29,2.91,9.43,0
755075,0.32,2.87,9.42,0
755077,0.31,2.88,9.43,0
755080,0.31,2.89,9.43,0
755083,0.30,2.87,9.42,0
755086,0.30,2.89,9.43,0
755089,0.30,2.89,9.42,0
755091,0.29,2.88,9.43,0
755094,0.30,2.87,9.43,0
755097,0.27,2.88,9.44,0
755100,0.29,2.88,9.43,0
755103,0.29,2.90,9.42,0
755105,0.28,2.90,9.42,0
755108,0.28,2.88,9.43,0
755111,0.29,2.89,9.44,0
755114,0.29,2.89,9.42,0
755117,0.27,2.89,9.41,0
755120,0.28,2.86,9.44,0
755123,0.31,2.87,9.42,0
755125,0.27,2.88,9.44,0
755128,0.30,2.88,9.43,0
755131,0.27,2.90,9.42,0
755134,0.30,2.89,9.43,0
755137,0.28,2.87,9.43,0
755139,0.30,2.88,9.42,0
755142,0.27,2.88,9.43,0
755145,0.27,2.90,9.42,0
755148,0.28,2.87,9.44,0
755150,0.30,2.89,9.44,0
755153,0.29,2.88,9.44,0
755156,0.31,2.89,9.44,0
755159,0.29,2.87,9.44,0
755162,0.28,2.88,9.43,0
755165,0.30,2.85,9.42,0
755168,0.30,2.87,9.44,0
755170,0.29,2.88,9.42,0
755173,0.29,2.87,9.43,0
755176,0.30,2.87,9.42,0
755179,0.27,2.88,9.43,0
755181,0.29,2.88,9.44,0
755184,0.29,2.88,9.41,0
755187,0.31,2.89,9.42,0
755190,0.30,2.89,9.43,0
755193,0.30,2.88,9.40,0
755195,0.30,2.91,9.41,0
755198,0.27,2.92,9.43,0
755201,0.28,2.91,9.42,0
755204,0.31,2.87,9.42,0
755207,0.29,2.89,9.42,0
755210,0.28,2.90,9.42,0
755213,0.29,2.87,9.44,0
755215,0.30,2.89,9.43,0
755218,0.28,2.89,9.43,0
755221,0.28,2.89,9.44,0
755224,0.29,2.86,9.43,0
755227,0.30,2.89,9.42,0
755229,0.29,2.88,9.42,0
755232,0.30,2.89,9.42,0
755235,0.28,2.90,9.42,0
755238,0.29,2.90,9.43,0
755241,0.31,2.91,9.42,0
755243,0.29,2.88,9.41,0
755246,0.29,2.90,9.45,0
755249,0.31,2.90,9.43,0
755252,0.31,2.90,9.42,0
755255,0.31,2.89,9.42,0
755258,0.30,2.90,9.44,0
755261,0.29,2.87,9.41,0
755263,0.30,2.88,9.44,0
755266,0.29,2.89,9.45,0
755269,0.31,2.91,9.45,0
755272,0.29,2.87,9.42,0
755275,0.30,2.89,9.42,0
755277,0.29,2.89,9.44,0
755280,0.28,2.92,9.43,0
755283,0.29,2.87,9.42,0
755286,0.29,2.89,9.42,0
755289,0.29,2.90,9.43,0
755291,0.30,2.91,9.44,0
755294,0.29,2.90,9.43,0
755297,0.30,2.88,9.43,0
755300,0.28,2.89,9.42,0
755303,0.30,2.88,9.42,0
755306,0.30,2.89,9.43,0
755309,0.29,2.89,9.42,0
755311,0.29,2.87,9.42,0
755314,0.30,2.89,9.41,0
755317,0.27,2.89,9.44,0
755320,0.31,2.87,9.43,0
755323,0.31,2.88,9.43,0
755325,0.30,2.89,9.43,0
755328,0.29,2.90,9.42,0
755331,0.30,2.89,9.43,0
755334,0.29,2.91,9.41,0
755337,0.27,2.90,9.43,0
755339,0.29,2.89,9.43,0
755342,0.30,2.89,9.42,0
755345,0.29,2.89,9.43,0
755348,0.28,2.88,9.43,0
755351,0.29,2.87,9.42,0
755354,0.29,2.88,9.43,0
755357,0.30,2.90,9.43,0
755359,0.29,2.89,9.44,0
755362,0.31,2.87,9.43,0
755365,0.31,2.88,9.43,0
755368,0.29,2.88,9.42,0
755371,0.30,2.90,9.44,0
755373,0.28,2.88,9.43,0
755376,0.28,2.89,9.43,0
755379,0.29,2.89,9.44,0
755382,0.29,2.89,9.43,0
755385,0.31,2.88,9.43,0
755387,0.30,2.92,9.42,0
755390,0.30,2.89,9.42,0
755393,0.28,2.88,9.42,0
755396,0.27,2.90,9.41,0
755399,0.30,2.87,9.42,0
755402,0.32,2.87,9.43,0
755405,0.30,2.89,9.43,0
755407,0.30,2.87,9.40,0
755410,0.31,2.89,9.42,0
755413,0.26,2.90,9.43,0
755416,0.28,2.89,9.43,0
755419,0.30,2.90,9.43,0
