timestamp,acceleration_x,acceleration_y,acceleration_z,solenoid_status,acceleration_magnitude
153,0.3,2.89,9.43,0,9.86747181399572
155,0.32,2.89,9.41,0,9.84898979591308
158,0.3,2.88,9.4,0,9.835873118335758
161,0.29,2.89,9.43,0,9.867172847376294
164,0.3,2.89,9.42,0,9.857915601180606
167,0.31,2.9,9.41,0,9.851609005639638
169,0.3,2.88,9.42,0,9.854988584468275
172,0.3,2.9,9.44,0,9.879959514087089
175,0.28,2.89,9.44,0,9.876441666916278
178,0.26,2.87,9.42,0,9.850933965873491
181,0.29,2.88,9.42,0,9.8546892391389
183,0.29,2.89,9.43,0,9.867172847376294
186,0.29,2.89,9.45,0,9.886288484562849
189,0.29,2.91,9.42,0,9.863498365184636
192,0.31,2.89,9.43,0,9.867780905553182
195,0.28,2.88,9.43,0,9.863959651174572
198,0.28,2.88,9.43,0,9.863959651174572
201,0.29,2.88,9.43,0,9.864248577565348
203,0.29,2.87,9.42,0,9.851771414319355
206,0.3,2.88,9.42,0,9.854988584468275
209,0.32,2.89,9.43,0,9.868100121097271
212,0.29,2.9,9.43,0,9.870106382405408
215,0.28,2.91,9.42,0,9.863209416817632
217,0.28,2.9,9.41,0,9.850710634263907
220,0.28,2.89,9.43,0,9.866884006615258
223,0.3,2.89,9.42,0,9.857915601180606
226,0.3,2.91,9.41,0,9.854247815028806
229,0.29,2.91,9.42,0,9.863498365184636
231,0.31,2.9,9.43,0,9.87071425986995
234,0.29,2.89,9.42,0,9.857616344735678
237,0.29,2.88,9.42,0,9.8546892391389
240,0.29,2.87,9.42,0,9.851771414319355
243,0.3,2.86,9.43,0,9.858727098363154
246,0.31,2.88,9.43,0,9.864856815990793
249,0.29,2.89,9.43,0,9.867172847376294
251,0.3,2.89,9.43,0,9.86747181399572
254,0.3,2.85,9.45,0,9.874968354379673
257,0.28,2.87,9.44,0,9.87060788401606
260,0.3,2.87,9.44,0,9.87119546964804
263,0.28,2.88,9.43,0,9.863959651174572
265,0.28,2.88,9.46,0,9.892643731581565
268,0.3,2.9,9.43,0,9.870405260170426
271,0.29,2.89,9.44,0,9.876730228167618
274,0.28,2.9,9.43,0,9.869817627494442
277,0.28,2.89,9.44,0,9.876441666916278
279,0.3,2.89,9.42,0,9.857915601180606
282,0.27,2.88,9.42,0,9.854120965362664
285,0.29,2.87,9.42,0,9.851771414319355
288,0.29,2.89,9.43,0,9.867172847376294
291,0.28,2.89,9.4,0,9.838216301749013
294,0.29,2.9,9.42,0,9.860552722844698
296,0.28,2.89,9.42,0,9.85732722394869
299,0.27,2.9,9.43,0,9.86953899632602
302,0.3,2.89,9.42,0,9.857915601180606
305,0.3,2.87,9.43,0,9.861632724858495
308,0.29,2.88,9.44,0,9.873808788912209
310,0.29,2.89,9.44,0,9.876730228167618
313,0.31,2.87,9.43,0,9.861941999423845
316,0.29,2.89,9.44,0,9.876730228167618
319,0.32,2.9,9.43,0,9.871033380553426
322,0.3,2.9,9.43,0,9.870405260170426
324,0.28,2.89,9.42,0,9.85732722394869
327,0.28,2.87,9.44,0,9.87060788401606
330,0.27,2.87,9.43,0,9.860765690350826
333,0.28,2.88,9.42,0,9.854400032472803
336,0.29,2.88,9.43,0,9.864248577565348
339,0.3,2.87,9.44,0,9.87119546964804
341,0.29,2.87,9.44,0,9.870896615809528
344,0.28,2.87,9.43,0,9.861044569415554
347,0.29,2.87,9.42,0,9.851771414319355
350,0.29,2.89,9.42,0,9.857616344735678
353,0.29,2.86,9.43,0,9.858427866551542
355,0.28,2.9,9.41,0,9.850710634263907
358,0.28,2.9,9.43,0,9.869817627494442
361,0.3,2.89,9.42,0,9.857915601180606
364,0.31,2.9,9.42,0,9.861161189231217
367,0.3,2.88,9.42,0,9.854988584468275
369,0.31,2.9,9.43,0,9.87071425986995
372,0.29,2.9,9.42,0,9.860552722844698
375,0.3,2.89,9.42,0,9.857915601180606
378,0.3,2.89,9.44,0,9.877028905495822
381,0.29,2.9,9.41,0,9.850999949243732
384,0.31,2.86,9.44,0,9.868601724661909
387,0.3,2.89,9.41,0,9.848360269608337
389,0.31,2.89,9.42,0,9.85822499236044
392,0.3,2.89,9.4,0,9.83880582184647
395,0.29,2.88,9.44,0,9.873808788912209
398,0.29,2.87,9.44,0,9.870896615809528
401,0.29,2.88,9.42,0,9.8546892391389
403,0.29,2.88,9.42,0,9.8546892391389
406,0.3,2.9,9.41,0,9.851299406677274
409,0.3,2.87,9.43,0,9.861632724858495
412,0.27,2.89,9.44,0,9.876163222628511
415,0.28,2.89,9.43,0,9.866884006615258
417,0.28,2.88,9.43,0,9.863959651174572
420,0.28,2.89,9.43,0,9.866884006615258
423,0.3,2.89,9.43,0,9.86747181399572
426,0.3,2.88,9.42,0,9.854988584468275
429,0.28,2.88,9.42,0,9.854400032472803
431,0.3,2.9,9.42,0,9.86085189017663
434,0.3,2.88,9.42,0,9.854988584468275
437,0.28,2.89,9.43,0,9.866884006615258
440,0.29,2.89,9.42,0,9.857616344735678
443,0.3,2.89,9.44,0,9.877028905495822
446,0.32,2.88,9.42,0,9.855617687390273
449,0.29,2.89,9.41,0,9.84806072280223
451,0.3,2.9,9.42,0,9.86085189017663
454,0.31,2.92,9.44,0,9.8861569884359
457,0.28,2.9,9.43,0,9.869817627494442
460,0.29,2.89,9.43,0,9.867172847376294
463,0.29,2.89,9.43,0,9.867172847376294
465,0.28,2.89,9.43,0,9.866884006615258
468,0.29,2.89,9.41,0,9.84806072280223
471,0.3,2.89,9.41,0,9.848360269608337
474,0.31,2.88,9.42,0,9.855298067537076
477,0.28,2.88,9.42,0,9.854400032472803
479,0.29,2.87,9.43,0,9.861333581215067
482,0.3,2.87,9.41,0,9.842509842514763
485,0.3,2.88,9.44,0,9.874107554609681
488,0.3,2.89,9.44,0,9.877028905495822
491,0.29,2.89,9.43,0,9.867172847376294
494,0.3,2.88,9.43,0,9.864547632811146
497,0.28,2.88,9.42,0,9.854400032472803
499,0.27,2.9,9.43,0,9.86953899632602
502,0.29,2.88,9.41,0,9.845130776175601
505,0.31,2.9,9.45,0,9.889823052006541
508,0.28,2.89,9.45,0,9.886000202306288
511,0.28,2.88,9.43,0,9.863959651174572
513,0.28,2.91,9.43,0,9.87276050555264
516,0.31,2.9,9.43,0,9.87071425986995
519,0.3,2.88,9.43,0,9.864547632811146
522,0.3,2.9,9.43,0,9.870405260170426
525,0.3,2.88,9.43,0,9.864547632811146
528,0.29,2.9,9.41,0,9.850999949243732
530,0.28,2.88,9.43,0,9.863959651174572
533,0.28,2.87,9.43,0,9.861044569415554
536,0.3,2.88,9.43,0,9.864547632811146
539,0.31,2.89,9.43,0,9.867780905553182
542,0.3,2.86,9.43,0,9.858727098363154
545,0.26,2.87,9.44,0,9.87006079008635
547,0.28,2.89,9.44,0,9.876441666916278
550,0.3,2.88,9.44,0,9.874107554609681
553,0.31,2.88,9.44,0,9.874416438453464
556,0.29,2.85,9.46,0,9.884239980898887
559,0.29,2.88,9.43,0,9.864248577565348
561,0.28,2.89,9.42,0,9.85732722394869
564,0.3,2.87,9.41,0,9.842509842514763
567,0.29,2.88,9.42,0,9.8546892391389
570,0.28,2.89,9.42,0,9.85732722394869
572,0.29,2.91,9.43,0,9.873049174393897
575,0.29,2.9,9.42,0,9.860552722844698
578,0.29,2.87,9.42,0,9.851771414319355
581,0.28,2.88,9.43,0,9.863959651174572
584,0.29,2.9,9.44,0,9.879660925355687
587,0.31,2.9,9.44,0,9.88026821498283
590,0.3,2.89,9.42,0,9.857915601180606
593,0.3,2.86,9.43,0,9.858727098363154
596,0.29,2.89,9.42,0,9.857616344735678
598,0.29,2.9,9.42,0,9.860552722844698
601,0.3,2.89,9.43,0,9.86747181399572
604,0.29,2.88,9.44,0,9.873808788912209
607,0.29,2.9,9.43,0,9.870106382405408
610,0.32,2.87,9.42,0,9.852700137525753
612,0.29,2.9,9.43,0,9.870106382405408
615,0.28,2.88,9.42,0,9.854400032472803
618,0.3,2.9,9.42,0,9.86085189017663
621,0.29,2.9,9.43,0,9.870106382405408
623,0.29,2.89,9.44,0,9.876730228167618
626,0.29,2.88,9.44,0,9.873808788912209
629,0.28,2.89,9.44,0,9.876441666916278
632,0.28,2.9,9.44,0,9.879372449705496
635,0.31,2.89,9.43,0,9.867780905553182
638,0.31,2.89,9.43,0,9.867780905553182
641,0.28,2.89,9.43,0,9.866884006615258
643,0.3,2.88,9.43,0,9.864547632811146
646,0.3,2.87,9.43,0,9.861632724858495
649,0.29,2.87,9.43,0,9.861333581215067
652,0.29,2.91,9.43,0,9.873049174393897
655,0.27,2.89,9.42,0,9.85704823971152
657,0.28,2.88,9.42,0,9.854400032472803
660,0.28,2.89,9.42,0,9.85732722394869
663,0.29,2.91,9.44,0,9.88260087224006
666,0.3,2.91,9.42,0,9.863797443175727
669,0.3,2.9,9.43,0,9.870405260170426
671,0.3,2.88,9.42,0,9.854988584468275
674,0.29,2.89,9.41,0,9.84806072280223
677,0.28,2.9,9.43,0,9.869817627494442
680,0.28,2.88,9.43,0,9.863959651174572
683,0.27,2.91,9.42,0,9.862930598964995
686,0.28,2.89,9.43,0,9.866884006615258
688,0.29,2.89,9.41,0,9.84806072280223
691,0.31,2.91,9.44,0,9.883207981217435
694,0.28,2.89,9.43,0,9.866884006615258
697,0.29,2.88,9.43,0,9.864248577565348
700,0.3,2.91,9.44,0,9.88289937214783
702,0.3,2.89,9.44,0,9.877028905495822
705,0.31,2.9,9.44,0,9.88026821498283
708,0.31,2.89,9.42,0,9.85822499236044
711,0.3,2.88,9.43,0,9.864547632811146
714,0.3,2.89,9.44,0,9.877028905495822
716,0.28,2.89,9.42,0,9.85732722394869
719,0.27,2.88,9.41,0,9.844561950640568
722,0.29,2.89,9.41,0,9.84806072280223
725,0.3,2.91,9.41,0,9.854247815028806
728,0.3,2.9,9.43,0,9.870405260170426
731,0.31,2.88,9.41,0,9.845740195637909
733,0.31,2.88,9.43,0,9.864856815990793
736,0.28,2.89,9.43,0,9.866884006615258
739,0.29,2.89,9.43,0,9.867172847376294
742,0.29,2.88,9.44,0,9.873808788912209
745,0.28,2.89,9.44,0,9.876441666916278
747,0.31,2.9,9.42,0,9.861161189231217
750,0.28,2.89,9.44,0,9.876441666916278
753,0.28,2.88,9.43,0,9.863959651174572
756,0.32,2.88,9.43,0,9.865176126152031
759,0.29,2.9,9.43,0,9.870106382405408
761,0.3,2.86,9.43,0,9.858727098363154
764,0.29,2.86,9.43,0,9.858427866551542
767,0.28,2.89,9.43,0,9.866884006615258
770,0.29,2.89,9.42,0,9.857616344735678
773,0.29,2.87,9.42,0,9.851771414319355
776,0.29,2.9,9.42,0,9.860552722844698
779,0.28,2.89,9.43,0,9.866884006615258
782,0.29,2.88,9.44,0,9.873808788912209
784,0.31,2.9,9.42,0,9.861161189231217
787,0.29,2.89,9.42,0,9.857616344735678
790,0.29,2.87,9.42,0,9.851771414319355
793,0.3,2.88,9.43,0,9.864547632811146
796,0.31,2.88,9.43,0,9.864856815990793
798,0.3,2.89,9.41,0,9.848360269608337
801,0.28,2.89,9.41,0,9.847771321471676
804,0.29,2.87,9.43,0,9.861333581215067
807,0.28,2.88,9.44,0,9.87352014227955
810,0.3,2.9,9.44,0,9.879959514087089
812,0.3,2.89,9.45,0,9.886586873132709
815,0.29,2.88,9.44,0,9.873808788912209
818,0.29,2.88,9.43,0,9.864248577565348
821,0.3,2.88,9.44,0,9.874107554609681
824,0.29,2.88,9.43,0,9.864248577565348
827,0.27,2.88,9.43,0,9.863680854528901
829,0.29,2.9,9.45,0,9.88921634913505
832,0.29,2.9,9.44,0,9.879660925355687
835,0.29,2.89,9.45,0,9.886288484562849
838,0.29,2.88,9.43,0,9.864248577565348
841,0.28,2.9,9.42,0,9.860263688157636
843,0.29,2.9,9.41,0,9.850999949243732
846,0.3,2.89,9.43,0,9.86747181399572
849,0.3,2.89,9.42,0,9.857915601180606
852,0.3,2.91,9.41,0,9.854247815028806
855,0.31,2.89,9.43,0,9.867780905553182
857,0.31,2.89,9.41,0,9.848669960964273
860,0.27,2.9,9.41,0,9.850431462631473
863,0.26,2.91,9.42,0,9.8626619124859
866,0.28,2.89,9.42,0,9.85732722394869
869,0.28,2.9,9.43,0,9.869817627494442
872,0.29,2.89,9.43,0,9.867172847376294
875,0.28,2.9,9.45,0,9.888928152231665
878,0.29,2.9,9.43,0,9.870106382405408
880,0.3,2.89,9.43,0,9.86747181399572
883,0.3,2.87,9.43,0,9.861632724858495
886,0.28,2.89,9.43,0,9.866884006615258
889,0.29,2.89,9.44,0,9.876730228167618
892,0.28,2.87,9.44,0,9.87060788401606
894,0.29,2.87,9.42,0,9.851771414319355
897,0.28,2.87,9.43,0,9.861044569415554
900,0.28,2.9,9.43,0,9.869817627494442
903,0.28,2.87,9.43,0,9.861044569415554
905,0.28,2.88,9.42,0,9.854400032472803
908,0.29,2.89,9.44,0,9.876730228167618
911,0.3,2.91,9.42,0,9.863797443175727
914,0.31,2.9,9.41,0,9.851609005639638
917,0.28,2.89,9.41,0,9.847771321471676
920,0.31,2.88,9.43,0,9.864856815990793
923,0.3,2.86,9.41,0,9.839598569047418
926,0.3,2.9,9.43,0,9.870405260170426
928,0.31,2.91,9.43,0,9.873656870683728
931,0.32,2.89,9.42,0,9.858544517321002
934,0.3,2.9,9.42,0,9.86085189017663
937,0.3,2.88,9.43,0,9.864547632811146
940,0.29,2.88,9.44,0,9.873808788912209
942,0.28,2.89,9.43,0,9.866884006615258
945,0.28,2.88,9.45,0,9.883081503255955
948,0.3,2.88,9.43,0,9.864547632811146
951,0.27,2.88,9.43,0,9.863680854528901
954,0.29,2.89,9.42,0,9.857616344735678
956,0.28,2.89,9.41,0,9.847771321471676
959,0.3,2.88,9.43,0,9.864547632811146
962,0.3,2.89,9.43,0,9.86747181399572
965,0.29,2.9,9.43,0,9.870106382405408
967,0.29,2.89,9.44,0,9.876730228167618
970,0.3,2.91,9.42,0,9.863797443175727
973,0.3,2.88,9.42,0,9.854988584468275
976,0.3,2.89,9.44,0,9.877028905495822
979,0.3,2.89,9.43,0,9.86747181399572
982,0.31,2.9,9.42,0,9.861161189231217
984,0.28,2.89,9.44,0,9.876441666916278
987,0.3,2.86,9.43,0,9.858727098363154
990,0.3,2.89,9.41,0,9.848360269608337
993,0.27,2.88,9.42,0,9.854120965362664
996,0.29,2.9,9.42,0,9.860552722844698
998,0.3,2.9,9.41,0,9.851299406677274
1001,0.28,2.89,9.43,0,9.866884006615258
1004,0.31,2.9,9.43,0,9.87071425986995
1007,0.29,2.89,9.44,0,9.876730228167618
1010,0.27,2.9,9.44,0,9.879094088022443
1012,0.27,2.9,9.42,0,9.85998478700652
1015,0.29,2.91,9.42,0,9.863498365184636
1018,0.31,2.89,9.43,0,9.867780905553182
1021,0.31,2.9,9.43,0,9.87071425986995
1024,0.3,2.9,9.43,0,9.870405260170426
1027,0.28,2.89,9.43,0,9.866884006615258
1029,0.3,2.9,9.41,0,9.851299406677274
1032,0.29,2.89,9.42,0,9.857616344735678
1035,0.28,2.89,9.41,0,9.847771321471676
1038,0.3,2.87,9.42,0,9.852070848303924
1041,0.29,2.88,9.43,0,9.864248577565348
1043,0.29,2.9,9.42,0,9.860552722844698
1046,0.29,2.89,9.43,0,9.867172847376294
1049,0.29,2.89,9.43,0,9.867172847376294
1052,0.3,2.91,9.45,0,9.89245166781218
1055,0.3,2.89,9.44,0,9.877028905495822
1057,0.28,2.89,9.41,0,9.847771321471676
1060,0.28,2.88,9.41,0,9.844841288715628
1063,0.3,2.89,9.42,0,9.857915601180606
1066,0.3,2.9,9.43,0,9.870405260170426
1069,0.3,2.9,9.42,0,9.86085189017663
1072,0.31,2.88,9.42,0,9.855298067537076
1075,0.3,2.9,9.43,0,9.870405260170426
1078,0.29,2.89,9.42,0,9.857616344735678
1080,0.29,2.88,9.42,0,9.8546892391389
1083,0.28,2.9,9.4,0,9.84115846839182
1086,0.27,2.9,9.42,0,9.85998478700652
1089,0.29,2.88,9.43,0,9.864248577565348
1092,0.31,2.9,9.41,0,9.851609005639638
1094,0.29,2.91,9.41,0,9.85394844719618
1097,0.31,2.9,9.41,0,9.851609005639638
1100,0.3,2.89,9.44,0,9.877028905495822
1103,0.29,2.87,9.44,0,9.870896615809528
1106,0.29,2.89,9.45,0,9.886288484562849
1108,0.28,2.89,9.44,0,9.876441666916278
1111,0.29,2.88,9.43,0,9.864248577565348
1114,0.31,2.89,9.45,0,9.886895367100836
1117,0.29,2.88,9.44,0,9.873808788912209
1120,0.27,2.87,9.43,0,9.860765690350826
1123,0.28,2.88,9.43,0,9.863959651174572
1126,0.3,2.89,9.44,0,9.877028905495822
1128,0.31,2.87,9.44,0,9.87150444461228
1131,0.29,2.89,9.43,0,9.867172847376294
1134,0.3,2.88,9.43,0,9.864547632811146
1137,0.29,2.88,9.44,0,9.873808788912209
1140,0.3,2.89,9.44,0,9.877028905495822
1142,0.26,2.9,9.42,0,9.859716020251293
1145,0.28,2.9,9.44,0,9.879372449705496
1148,0.29,2.89,9.43,0,9.867172847376294
1151,0.27,2.9,9.42,0,9.85998478700652
1154,0.28,2.89,9.43,0,9.866884006615258
1156,0.28,2.91,9.42,0,9.863209416817632
1159,0.28,2.88,9.42,0,9.854400032472803
1162,0.3,2.87,9.42,0,9.852070848303924
1165,0.3,2.89,9.43,0,9.86747181399572
1168,0.29,2.9,9.42,0,9.860552722844698
1171,0.28,2.89,9.44,0,9.876441666916278
1174,0.3,2.87,9.42,0,9.852070848303924
1176,0.29,2.88,9.43,0,9.864248577565348
1179,0.27,2.87,9.42,0,9.851202972226286
1182,0.29,2.87,9.43,0,9.861333581215067
1185,0.31,2.89,9.42,0,9.85822499236044
1188,0.29,2.88,9.44,0,9.873808788912209
1190,0.28,2.88,9.46,0,9.892643731581565
1193,0.28,2.89,9.45,0,9.886000202306288
1196,0.3,2.9,9.43,0,9.870405260170426
1199,0.27,2.89,9.42,0,9.85704823971152
1202,0.28,2.89,9.43,0,9.866884006615258
1204,0.27,2.89,9.44,0,9.876163222628511
1207,0.29,2.88,9.43,0,9.864248577565348
1210,0.31,2.88,9.42,0,9.855298067537076
1213,0.29,2.9,9.43,0,9.870106382405408
1216,0.28,2.88,9.4,0,9.83528342245408
1219,0.28,2.88,9.42,0,9.854400032472803
1222,0.31,2.87,9.42,0,9.852380423024682
1224,0.3,2.91,9.42,0,9.863797443175727
1227,0.3,2.9,9.42,0,9.86085189017663
1230,0.27,2.9,9.42,0,9.85998478700652
1233,0.29,2.89,9.42,0,9.857616344735678
1236,0.28,2.9,9.43,0,9.869817627494442
1238,0.31,2.88,9.43,0,9.864856815990793
1241,0.31,2.89,9.43,0,9.867780905553182
1244,0.31,2.88,9.42,0,9.855298067537076
1247,0.28,2.88,9.43,0,9.863959651174572
1250,0.31,2.88,9.44,0,9.874416438453464
1252,0.3,2.89,9.42,0,9.857915601180606
1255,0.29,2.89,9.43,0,9.867172847376294
1258,0.28,2.88,9.43,0,9.863959651174572
1261,0.28,2.89,9.43,0,9.866884006615258
1264,0.28,2.89,9.44,0,9.876441666916278
1267,0.3,2.89,9.42,0,9.857915601180606
1270,0.28,2.87,9.43,0,9.861044569415554
1272,0.28,2.88,9.44,0,9.87352014227955
1275,0.29,2.88,9.43,0,9.864248577565348
1278,0.29,2.89,9.43,0,9.867172847376294
1281,0.27,2.89,9.42,0,9.85704823971152
1284,0.28,2.89,9.43,0,9.866884006615258
1286,0.28,2.87,9.44,0,9.87060788401606
1289,0.29,2.88,9.45,0,9.883369870646346
1292,0.29,2.89,9.43,0,9.867172847376294
1295,0.3,2.87,9.43,0,9.861632724858495
1298,0.31,2.88,9.44,0,9.874416438453464
1300,0.3,2.89,9.42,0,9.857915601180606
1303,0.3,2.9,9.44,0,9.879959514087089
1306,0.29,2.89,9.42,0,9.857616344735678
1309,0.28,2.9,9.43,0,9.869817627494442
1312,0.28,2.89,9.42,0,9.85732722394869
1314,0.29,2.9,9.42,0,9.860552722844698
1317,0.3,2.88,9.44,0,9.874107554609681
1320,0.28,2.88,9.42,0,9.854400032472803
1323,0.29,2.89,9.42,0,9.857616344735678
1326,0.28,2.89,9.42,0,9.85732722394869
1329,0.29,2.89,9.41,0,9.84806072280223
1331,0.29,2.9,9.43,0,9.870106382405408
1334,0.3,2.88,9.42,0,9.854988584468275
1337,0.28,2.9,9.43,0,9.869817627494442
1340,0.29,2.88,9.42,0,9.8546892391389
1343,0.3,2.88,9.42,0,9.854988584468275
1345,0.29,2.87,9.44,0,9.870896615809528
1348,0.31,2.9,9.44,0,9.88026821498283
1351,0.3,2.88,9.43,0,9.864547632811146
1354,0.31,2.87,9.43,0,9.861941999423845
1357,0.3,2.87,9.43,0,9.861632724858495
1359,0.29,2.89,9.44,0,9.876730228167618
1362,0.31,2.88,9.44,0,9.874416438453464
1365,0.31,2.9,9.43,0,9.87071425986995
1368,0.29,2.87,9.44,0,9.870896615809528
1371,0.29,2.89,9.43,0,9.867172847376294
1373,0.27,2.91,9.43,0,9.872481957441098
1376,0.3,2.9,9.41,0,9.851299406677274
1379,0.3,2.9,9.43,0,9.870405260170426
1382,0.29,2.89,9.41,0,9.84806072280223
1385,0.28,2.89,9.43,0,9.866884006615258
1387,0.29,2.9,9.44,0,9.879660925355687
1390,0.28,2.9,9.44,0,9.879372449705496
1393,0.28,2.9,9.44,0,9.879372449705496
1396,0.29,2.88,9.42,0,9.8546892391389
1399,0.3,2.89,9.43,0,9.86747181399572
1401,0.28,2.88,9.43,0,9.863959651174572
1404,0.32,2.89,9.44,0,9.877656604681091
1407,0.31,2.89,9.44,0,9.877337697983197
1410,0.3,2.89,9.42,0,9.857915601180606
1413,0.31,2.87,9.41,0,9.842819717946682
1416,0.3,2.9,9.43,0,9.870405260170426
1419,0.28,2.9,9.43,0,9.869817627494442
1422,0.29,2.88,9.44,0,9.873808788912209
1424,0.28,2.88,9.42,0,9.854400032472803
1427,0.3,2.89,9.41,0,9.848360269608337
1430,0.29,2.87,9.41,0,9.84221011765142
1433,0.3,2.89,9.42,0,9.857915601180606
1436,0.31,2.87,9.42,0,9.852380423024682
1438,0.31,2.88,9.41,0,9.845740195637909
1441,0.28,2.88,9.44,0,9.87352014227955
1444,0.29,2.89,9.43,0,9.867172847376294
1447,0.29,2.88,9.41,0,9.845130776175601
1450,0.29,2.86,9.43,0,9.858427866551542
1452,0.29,2.87,9.42,0,9.851771414319355
1455,0.28,2.89,9.44,0,9.876441666916278
1458,0.28,2.9,9.42,0,9.860263688157636
1461,0.28,2.89,9.41,0,9.847771321471676
1464,0.28,2.88,9.44,0,9.87352014227955
1467,0.29,2.88,9.43,0,9.864248577565348
1470,0.28,2.87,9.42,0,9.851482121995655
1472,0.3,2.89,9.44,0,9.877028905495822
1475,0.28,2.89,9.43,0,9.866884006615258
1478,0.28,2.92,9.41,0,9.856617066722233
1481,0.28,2.89,9.42,0,9.85732722394869
1484,0.28,2.89,9.43,0,9.866884006615258
1486,0.3,2.89,9.43,0,9.86747181399572
1489,0.31,2.89,9.42,0,9.85822499236044
1492,0.29,2.9,9.43,0,9.870106382405408
1495,0.28,2.88,9.43,0,9.863959651174572
1498,0.3,2.9,9.43,0,9.870405260170426
1500,0.3,2.89,9.42,0,9.857915601180606
1503,0.28,2.87,9.43,0,9.861044569415554
1506,0.28,2.86,9.43,0,9.858138769564972
1509,0.29,2.88,9.43,0,9.864248577565348
1512,0.28,2.89,9.43,0,9.866884006615258
1515,0.29,2.87,9.43,0,9.861333581215067
1518,0.27,2.87,9.43,0,9.860765690350826
1520,0.31,2.88,9.42,0,9.855298067537076
1523,0.29,2.89,9.41,0,9.84806072280223
1526,0.27,2.88,9.43,0,9.863680854528901
1529,0.28,2.88,9.43,0,9.863959651174572
1532,0.31,2.88,9.43,0,9.864856815990793
1534,0.3,2.89,9.42,0,9.857915601180606
1537,0.27,2.87,9.43,0,9.860765690350826
1540,0.29,2.89,9.44,0,9.876730228167618
1543,0.3,2.88,9.42,0,9.854988584468275
1546,0.3,2.88,9.41,0,9.84543041212521
1548,0.29,2.86,9.43,0,9.858427866551542
1551,0.3,2.87,9.43,0,9.861632724858495
1554,0.3,2.87,9.44,0,9.87119546964804
1557,0.3,2.88,9.44,0,9.874107554609681
1560,0.27,2.88,9.43,0,9.863680854528901
1563,0.28,2.88,9.42,0,9.854400032472803
1566,0.29,2.89,9.42,0,9.857616344735678
1568,0.28,2.88,9.42,0,9.854400032472803
1571,0.31,2.89,9.41,0,9.848669960964273
1574,0.3,2.87,9.43,0,9.861632724858495
1577,0.3,2.89,9.43,0,9.86747181399572
1580,0.29,2.9,9.44,0,9.879660925355687
1582,0.29,2.89,9.43,0,9.867172847376294
1585,0.3,2.9,9.43,0,9.870405260170426
1588,0.27,2.9,9.44,0,9.879094088022443
1591,0.29,2.88,9.43,0,9.864248577565348
1594,0.28,2.89,9.41,0,9.847771321471676
1596,0.28,2.87,9.43,0,9.861044569415554
1600,0.29,2.89,9.44,0,9.876730228167618
1602,0.31,2.86,9.43,0,9.859036464077004
1605,0.29,2.9,9.42,0,9.860552722844698
